postcode;plaats;provincie;gemeente;nummer;latitude;longitude;nummer2
5142;Waalwijk;Noord-Brabant;Waalwijk;0867;51.6825;5.0708;4
5143;Waalwijk;Noord-Brabant;Waalwijk;0867;51.6825;5.0708;4
5144;Waalwijk;Noord-Brabant;Waalwijk;0867;51.6825;5.0708;4
5145;Waalwijk;Noord-Brabant;Waalwijk;0867;51.6825;5.0708;4
5146;Waalwijk;Noord-Brabant;Waalwijk;0867;51.6825;5.0708;4
5160;Sprang-Capelle;Noord-Brabant;Waalwijk;0867;51.67;5.0486;4
5161;Sprang-Capelle;Noord-Brabant;Waalwijk;0867;51.67;5.0486;4
5165;Waspik;Noord-Brabant;Waalwijk;0867;51.6867;4.9444;4
4250;Werkendam;Noord-Brabant;Werkendam;0870;51.81;4.8944;4
4251;Werkendam;Noord-Brabant;Werkendam;0870;51.81;4.8944;4
4252;Werkendam;Noord-Brabant;Werkendam;0870;51.81;4.8944;4
4254;Sleeuwijk;Noord-Brabant;Werkendam;0870;51.8158;4.9528;4
4255;Nieuwendijk;Noord-Brabant;Werkendam;0870;51.775;4.9208;4
4270;Dussen;Noord-Brabant;Werkendam;0870;51.7308;4.9625;4
4271;Dussen;Noord-Brabant;Werkendam;0870;51.7308;4.9625;4
4273;Hank;Noord-Brabant;Werkendam;0870;51.735;4.8972;4
4630;Hoogerheide;Noord-Brabant;Woensdrecht;0873;51.4242;4.325;4
4631;Hoogerheide;Noord-Brabant;Woensdrecht;0873;51.4242;4.325;4
4634;Woensdrecht;Noord-Brabant;Woensdrecht;0873;51.43;4.3028;4
4635;Huijbergen;Noord-Brabant;Woensdrecht;0873;51.4325;4.3764;4
4640;Ossendrecht;Noord-Brabant;Woensdrecht;0873;51.3942;4.3264;4
4641;Ossendrecht;Noord-Brabant;Woensdrecht;0873;51.3942;4.3264;4
4645;Putte;Noord-Brabant;Woensdrecht;0873;51.36;4.3958;4
4283;Giessen;Noord-Brabant;Woudrichem;0874;51.79;5.0306;4
4285;Woudrichem;Noord-Brabant;Woudrichem;0874;51.815;5.0014;4
4286;Almkerk;Noord-Brabant;Woudrichem;0874;51.7708;4.9597;4
4287;Waardhuizen;Noord-Brabant;Woudrichem;0874;51.7767;5.0042;4
4288;Uitwijk;Noord-Brabant;Woudrichem;0874;51.7858;5.0069;4
4880;Zundert;Noord-Brabant;Zundert;0879;51.4717;4.6556;4
4881;Zundert;Noord-Brabant;Zundert;0879;51.4717;4.6556;4
4882;Klein-Zundert;Noord-Brabant;Zundert;0879;51.4808;4.6542;4
4884;Wernhout;Noord-Brabant;Zundert;0879;51.455;4.6417;4
4885;Achtmaal;Noord-Brabant;Zundert;0879;51.4542;4.5847;4
4890;Rijsbergen;Noord-Brabant;Zundert;0879;51.5175;4.6972;4
4891;Rijsbergen;Noord-Brabant;Zundert;0879;51.5175;4.6972;4
5420;Gemert;Noord-Brabant;Gemert-Bakel;1652;51.5558;5.6903;4
5421;Gemert;Noord-Brabant;Gemert-Bakel;1652;51.5558;5.6903;4
5422;Gemert;Noord-Brabant;Gemert-Bakel;1652;51.5558;5.6903;4
5423;Handel;Noord-Brabant;Gemert-Bakel;1652;51.58;5.7097;4
5424;Elsendorp;Noord-Brabant;Gemert-Bakel;1652;51.5808;5.7694;4
5760;Bakel;Noord-Brabant;Gemert-Bakel;1652;51.5033;5.7403;4
5761;Bakel;Noord-Brabant;Gemert-Bakel;1652;51.5033;5.7403;4
5763;Milheeze;Noord-Brabant;Gemert-Bakel;1652;51.5017;5.7792;4
5764;De Rips;Noord-Brabant;Gemert-Bakel;1652;51.55;5.8097;4
4730;Oudenbosch;Noord-Brabant;Halderberge;1655;51.5883;4.5347;4
4731;Oudenbosch;Noord-Brabant;Halderberge;1655;51.5883;4.5347;4
4740;Hoeven;Noord-Brabant;Halderberge;1655;51.5792;4.5833;4
4741;Hoeven;Noord-Brabant;Halderberge;1655;51.5792;4.5833;4
4744;Bosschenhoofd;Noord-Brabant;Halderberge;1655;51.5608;4.5403;4
4750;Oud Gastel;Noord-Brabant;Halderberge;1655;51.5867;4.4597;4
4751;Oud Gastel;Noord-Brabant;Halderberge;1655;51.5867;4.4597;4
4754;Stampersgat;Noord-Brabant;Halderberge;1655;51.6133;4.4444;4
5590;Heeze;Noord-Brabant;Heeze-Leende;1658;51.3833;5.5667;4
5591;Heeze;Noord-Brabant;Heeze-Leende;1658;51.3833;5.5667;4
5595;Leende;Noord-Brabant;Heeze-Leende;1658;51.3508;5.5542;4
6029;Sterksel;Noord-Brabant;Heeze-Leende;1658;51.3517;5.6111;4
5735;Aarle-Rixtel;Noord-Brabant;Laarbeek;1659;51.5098;5.6384;4
5737;Lieshout;Noord-Brabant;Laarbeek;1659;51.5375;5.5944;4
5738;Mariahout;Noord-Brabant;Laarbeek;1659;51.5408;5.5722;4
5094;Lage Mierde;Noord-Brabant;Reusel-De Mierden;1667;51.4058;5.1472;4
5095;Hooge Mierde;Noord-Brabant;Reusel-De Mierden;1667;51.3875;5.1292;4
5096;Hulsel;Noord-Brabant;Reusel-De Mierden;1667;51.3883;5.1778;4
5540;Reusel;Noord-Brabant;Reusel-De Mierden;1667;51.3625;5.1653;4
5541;Reusel;Noord-Brabant;Reusel-De Mierden;1667;51.3625;5.1653;4
5381;Vinkel;Noord-Brabant;Maasdonk;1671;51.7058;5.4625;4
5382;Vinkel;Noord-Brabant;Maasdonk;1671;51.7058;5.4625;4
5383;Vinkel;Noord-Brabant;Maasdonk;1671;51.7058;5.4625;4
5386;Geffen;Noord-Brabant;Maasdonk;1671;51.74;5.4639;4
5390;Nuland;Noord-Brabant;Maasdonk;1671;51.7258;5.4347;4
5391;Nuland;Noord-Brabant;Maasdonk;1671;51.7258;5.4347;4
5392;Nuland;Noord-Brabant;Maasdonk;1671;51.7258;5.4347;4
4700;Roosendaal;Noord-Brabant;Roosendaal en Nispen;1674;51.5308;4.4653;4
4701;Roosendaal;Noord-Brabant;Roosendaal en Nispen;1674;51.5308;4.4653;4
4702;Roosendaal;Noord-Brabant;Roosendaal en Nispen;1674;51.5308;4.4653;4
4703;Roosendaal;Noord-Brabant;Roosendaal en Nispen;1674;51.5308;4.4653;4
4704;Roosendaal;Noord-Brabant;Roosendaal en Nispen;1674;51.5308;4.4653;4
4705;Roosendaal;Noord-Brabant;Roosendaal en Nispen;1674;51.5308;4.4653;4
4706;Roosendaal;Noord-Brabant;Roosendaal en Nispen;1674;51.5308;4.4653;4
4707;Roosendaal;Noord-Brabant;Roosendaal en Nispen;1674;51.5308;4.4653;4
4708;Roosendaal;Noord-Brabant;Roosendaal en Nispen;1674;51.5308;4.4653;4
4709;Nispen;Noord-Brabant;Roosendaal en Nispen;1674;51.4842;4.4583;4
4724;Wouw;Noord-Brabant;Roosendaal en Nispen;1674;51.5217;4.3903;4
4725;Wouwse Plantage;Noord-Brabant;Roosendaal en Nispen;1674;51.4842;4.3875;4
4726;Heerle;Noord-Brabant;Roosendaal en Nispen;1674;51.5192;4.3597;4
4727;Moerstraten;Noord-Brabant;Roosendaal en Nispen;1674;51.54;4.3417;4
5430;Cuijk;Noord-Brabant;Cuijk;1684;51.7308;5.8792;4
5431;Cuijk;Noord-Brabant;Cuijk;1684;51.7308;5.8792;4
5432;Cuijk;Noord-Brabant;Cuijk;1684;51.7308;5.8792;4
5439;Linden;Noord-Brabant;Cuijk;1684;51.7492;5.8306;4
5443;Haps;Noord-Brabant;Cuijk;1684;51.6892;5.8611;4
5374;Schaijk;Noord-Brabant;Landerd;1685;51.7458;5.6319;4
5375;Reek;Noord-Brabant;Landerd;1685;51.7458;5.6819;4
5410;Zeeland;Noord-Brabant;Landerd;1685;51.6975;5.6764;4
5411;Zeeland;Noord-Brabant;Landerd;1685;51.6975;5.6764;4
5445;Landhorst;Noord-Brabant;Sint Anthonis;1702;51.6175;5.7917;4
5446;Wanroij;Noord-Brabant;Sint Anthonis;1702;51.6575;5.8181;4
5840;Oploo;Noord-Brabant;Sint Anthonis;1702;51.6083;5.8736;4
5841;Oploo;Noord-Brabant;Sint Anthonis;1702;51.6083;5.8736;4
5843;Westerbeek;Noord-Brabant;Sint Anthonis;1702;51.5825;5.8625;4
5844;Stevensbeek;Noord-Brabant;Sint Anthonis;1702;51.6033;5.9167;4
5845;Sint Anthonis;Noord-Brabant;Sint Anthonis;1702;51.6267;5.8819;4
5846;Ledeacker;Noord-Brabant;Sint Anthonis;1702;51.6367;5.8708;4
6020;Budel;Noord-Brabant;Cranendonck;1706;51.2717;5.575;4
6021;Budel;Noord-Brabant;Cranendonck;1706;51.2717;5.575;4
6023;Budel-Schoot;Noord-Brabant;Cranendonck;1706;51.2475;5.5653;4
6024;Budel Dorplein;Noord-Brabant;Cranendonck;1706;51.2367;5.5875;4
6026;Maarheeze;Noord-Brabant;Cranendonck;1706;51.3117;5.6167;4
6027;Soerendonk;Noord-Brabant;Cranendonck;1706;51.3008;5.575;4
6028;Gastel;Noord-Brabant;Cranendonck;1706;51.2858;5.5556;4
4758;Standdaarbuiten;Noord-Brabant;Moerdijk;1709;51.6133;4.5139;4
4759;Noordhoek;Noord-Brabant;Moerdijk;1709;51.6425;4.5319;4
4760;Zevenbergen;Noord-Brabant;Moerdijk;1709;51.645;4.6042;4
4761;Zevenbergen;Noord-Brabant;Moerdijk;1709;51.645;4.6042;4
4762;Zevenbergen;Noord-Brabant;Moerdijk;1709;51.645;4.6042;4
4765;Zevenbergschen Hoek (gemeente Moerdijk);Noord-Brabant;Moerdijk;1709;51.6725;4.6792;4
4770;Langeweg;Noord-Brabant;Moerdijk;1709;51.6483;4.6653;4
4771;Langeweg;Noord-Brabant;Moerdijk;1709;51.6483;4.6653;4
4772;Langeweg;Noord-Brabant;Moerdijk;1709;51.6483;4.6653;4
4780;Moerdijk;Noord-Brabant;Moerdijk;1709;51.7017;4.6264;4
4781;Moerdijk;Noord-Brabant;Moerdijk;1709;51.7017;4.6264;4
4782;Moerdijk;Noord-Brabant;Moerdijk;1709;51.7017;4.6264;4
4790;Klundert;Noord-Brabant;Moerdijk;1709;51.665;4.5347;4
4791;Klundert;Noord-Brabant;Moerdijk;1709;51.665;4.5347;4
4793;Fijnaart;Noord-Brabant;Moerdijk;1709;51.6375;4.4694;4
4794;Heijningen;Noord-Brabant;Moerdijk;1709;51.6558;4.4083;4
4844;Terheijden;Noord-Brabant;Made en Drimmelen;1719;51.6433;4.7542;4
4845;Wagenberg;Noord-Brabant;Made en Drimmelen;1719;51.665;4.7486;4
4920;Made;Noord-Brabant;Made en Drimmelen;1719;51.6767;4.7931;4
4921;Made;Noord-Brabant;Made en Drimmelen;1719;51.6767;4.7931;4
4924;Drimmelen;Noord-Brabant;Made en Drimmelen;1719;51.7067;4.8042;4
4926;Lage Zwaluwe;Noord-Brabant;Made en Drimmelen;1719;51.7083;4.7042;4
4927;Hooge Zwaluwe;Noord-Brabant;Made en Drimmelen;1719;51.6875;4.7444;4
5384;Heesch;Noord-Brabant;Bernheze;1721;51.7336;5.5267;4
5388;Nistelrode;Noord-Brabant;Bernheze;1721;51.7042;5.5625;4
5471;Loosbroek;Noord-Brabant;Bernheze;1721;51.6783;5.5069;4
5472;Loosbroek;Noord-Brabant;Bernheze;1721;51.6783;5.5069;4
5476;Vorstenbosch;Noord-Brabant;Bernheze;1721;51.6525;5.55;4
4855;Galder;Noord-Brabant;Alphen-Chaam;1723;51.515;4.7764;4
4856;Strijbeek;Noord-Brabant;Alphen-Chaam;1723;51.5033;4.7958;4
4860;Chaam;Noord-Brabant;Alphen-Chaam;1723;51.5058;4.8611;4
4861;Chaam;Noord-Brabant;Alphen-Chaam;1723;51.5058;4.8611;4
5560;Riethoven;Noord-Brabant;Bergeijk;1724;51.3542;5.3875;4
5561;Riethoven;Noord-Brabant;Bergeijk;1724;51.3542;5.3875;4
5563;Westerhoven;Noord-Brabant;Bergeijk;1724;51.3325;5.3958;4
5570;Bergeijk;Noord-Brabant;Bergeijk;1724;51.3192;5.3583;4
5571;Bergeijk;Noord-Brabant;Bergeijk;1724;51.3192;5.3583;4
5575;Luyksgestel;Noord-Brabant;Bergeijk;1724;51.2892;5.3236;4
5527;Hapert;Noord-Brabant;Bladel en Netersel;1728;51.3683;5.2569;4
5528;Hoogeloon;Noord-Brabant;Bladel en Netersel;1728;51.3975;5.2681;4
5529;Casteren;Noord-Brabant;Bladel en Netersel;1728;51.3967;5.2375;4
5530;Bladel;Noord-Brabant;Bladel en Netersel;1728;51.3683;5.2208;4
5531;Bladel;Noord-Brabant;Bladel en Netersel;1728;51.3683;5.2208;4
5534;Netersel;Noord-Brabant;Bladel en Netersel;1728;51.4033;5.2083;4
5660;Geldrop;Noord-Brabant;Geldrop-Mierlo;1771;51.4217;5.5597;4
5661;Geldrop;Noord-Brabant;Geldrop-Mierlo;1771;51.4217;5.5597;4
5662;Geldrop;Noord-Brabant;Geldrop-Mierlo;1771;51.4217;5.5597;4
5663;Geldrop;Noord-Brabant;Geldrop-Mierlo;1771;51.4217;5.5597;4
5664;Geldrop;Noord-Brabant;Geldrop-Mierlo;1771;51.4217;5.5597;4
5665;Geldrop;Noord-Brabant;Geldrop-Mierlo;1771;51.4217;5.5597;4
5666;Geldrop;Noord-Brabant;Geldrop-Mierlo;1771;51.4217;5.5597;4
5667;Geldrop;Noord-Brabant;Geldrop-Mierlo;1771;51.4217;5.5597;4
5730;Mierlo;Noord-Brabant;Geldrop-Mierlo;1771;51.44;5.6194;4
5731;Mierlo;Noord-Brabant;Geldrop-Mierlo;1771;51.44;5.6194;4
2510;Den Haag;Noord-Brabant;;;51.58;4.3217;1
2511;Centrum;Noord-Brabant;;;51.4667;4.3833;4
2512;Centrum;Noord-Brabant;;;51.4667;4.3833;4
2513;Centrum;Noord-Brabant;;;51.4667;4.3833;4
2514;Willemspark;Noord-Brabant;;;51.58;4.3217;1
2516;Binckhorst;Noord-Brabant;;;51.58;4.3217;1
2517;Duinoord, Zorgvliet;Noord-Brabant;;;51.58;4.3217;1
2518;Zeeheldenkwartier;Noord-Brabant;;;51.58;4.3217;1
3010;Rotterdam postbusnummers;Noord-Brabant;;;51.4667;4.3833;1
3011;Centrum;Noord-Brabant;;;51.4667;4.3833;4
3012;Centrum;Noord-Brabant;;;51.4667;4.3833;4
3013;Centrum;Noord-Brabant;;;51.4667;4.3833;4
3014;Oude;Noord-Brabant;;;51.4667;4.3833;1
3015;Dijkzigt;Noord-Brabant;;;51.4667;4.3833;1
3016;Scheepvaartkwartier;Noord-Brabant;;;51.4667;4.3833;1
3017;Rechter Maasoever (ten noorden van de Maas);Noord-Brabant;;;51.4667;4.3833;1
3018;Rechter Maasoever (ten noorden van de Maas);Noord-Brabant;;;51.4667;4.3833;1
3019;Rechter Maasoever (ten noorden van de Maas);Noord-Brabant;;;51.4667;4.3833;1
3111;Centrum;Noord-Brabant;;;51.4667;4.3833;4
3131;Centrum;Noord-Brabant;;;51.4667;4.3833;4
3191;Centrum;Noord-Brabant;;;51.4667;4.3833;4
3351;Eiland, Centrum, Westpolder;Noord-Brabant;;;51.6867;4.4479;1
3353;Middenpolder, Kraaijhoek;Noord-Brabant;;;51.6867;4.4479;1
3354;De Kooij;Noord-Brabant;;;51.6867;4.4479;1
3355;Wilgendonk;Noord-Brabant;;;51.6867;4.4479;1
3356;Oostpolder;Noord-Brabant;;;51.6867;4.4479;1
3814;Kruiskamp;Noord-Brabant;;;51.7;5.2667;4
4260;Wijk en Aalburg;Noord-Brabant;;;51.7313;5.0456;1
4261;Wijk en Aalburg;Noord-Brabant;;;51.7313;5.0456;1
4264;Veen;Noord-Brabant;;;51.7313;5.0456;1
4766;Zevenbergschen Hoek (gemeente Drimmelen);Noord-Brabant;;;51.6519;4.6229;1
4796;Oudemolen;Noord-Brabant;;;51.6558;4.4868;1
4797;Willemstad;Noord-Brabant;;;51.6558;4.4868;1
4858;Ulvenhout (gemeente Alphen-Chaam);Noord-Brabant;;;51.5368;4.8006;1
4859;Bavel (gemeente Alphen-Chaam);Noord-Brabant;;;51.5368;4.8006;1
5090;Oost-, West- en Middelbeers;Noord-Brabant;;;51.3939;5.1514;1
5091;Oost-, West- en Middelbeers;Noord-Brabant;;;51.3939;5.1514;1
5130;Alphen;Noord-Brabant;;;51.5258;5.0236;1
5131;Alphen;Noord-Brabant;;;51.5258;5.0236;1
5154;Elshout;Noord-Brabant;;;51.6858;5.1333;1
5256;Heusden gem. Heusden;Noord-Brabant;;;51.6953;5.2384;1
5449;Rijkevoort-De Walsert;Noord-Brabant;;;51.6696;5.8706;1
5454;Sint-Hubert;Noord-Brabant;;;51.6842;5.766;1
5473;Heeswijk-Dinther;Noord-Brabant;;;51.6697;5.5213;1
5556;Borkel en Schaft;Noord-Brabant;;;51.3515;5.4549;1
5700;postbussen;Noord-Brabant;;;51.4458;5.7515;1
5701;Centrum en Binnenstad;Noord-Brabant;;;51.4458;5.7515;1
5702;Helmond-Noord;Noord-Brabant;;;51.4458;5.7515;1
5703;Helmond-Oost;Noord-Brabant;;;51.4458;5.7515;1
5704;Brouwhuis en BZOB;Noord-Brabant;;;51.4458;5.7515;1
5705;Hoogeind, Suytkade en St.-Annaparochie;Noord-Brabant;;;51.4458;5.7515;1
5706;Mierlo-Hout (ook wel kortweg 't Hout genoemd) en Brandevoort (gedeeltelijk);Noord-Brabant;;;51.4458;5.7515;1
5707;Helmond-West en Brandevoort (gedeeltelijk);Noord-Brabant;;;51.4458;5.7515;1
5708;Stiphout en Brandevoort (gedeeltelijk);Noord-Brabant;;;51.4458;5.7515;1
5709;Rijpelberg en Dierdonk;Noord-Brabant;;;51.4458;5.7515;1
5725;Heusden (gem. Asten);Noord-Brabant;;;51.4108;5.7486;1
5740;Beek en Donk;Noord-Brabant;;;51.4458;5.7515;1
5741;Beek en Donk;Noord-Brabant;;;51.4458;5.7515;1
1430;Aalsmeer;Noord-Holland;Aalsmeer;0358;52.2592;4.7597;4
1431;Aalsmeer;Noord-Holland;Aalsmeer;0358;52.2592;4.7597;4
1432;Aalsmeer;Noord-Holland;Aalsmeer;0358;52.2592;4.7597;4
1433;Kudelstaart;Noord-Holland;Aalsmeer;0358;52.2342;4.7514;4
1800;Alkmaar;Noord-Holland;Alkmaar;0361;52.6317;4.7486;4
1801;Alkmaar;Noord-Holland;Alkmaar;0361;52.6317;4.7486;4
1802;Alkmaar;Noord-Holland;Alkmaar;0361;52.6317;4.7486;4
1803;Alkmaar;Noord-Holland;Alkmaar;0361;52.6317;4.7486;4
1804;Alkmaar;Noord-Holland;Alkmaar;0361;52.6317;4.7486;4
1805;Alkmaar;Noord-Holland;Alkmaar;0361;52.6317;4.7486;4
1806;Alkmaar;Noord-Holland;Alkmaar;0361;52.6317;4.7486;4
1807;Alkmaar;Noord-Holland;Alkmaar;0361;52.6317;4.7486;4
1808;Alkmaar;Noord-Holland;Alkmaar;0361;52.6317;4.7486;4
1809;Alkmaar;Noord-Holland;Alkmaar;0361;52.6317;4.7486;4
1810;Alkmaar;Noord-Holland;Alkmaar;0361;52.6317;4.7486;4
1811;Alkmaar;Noord-Holland;Alkmaar;0361;52.6317;4.7486;4
1812;Alkmaar;Noord-Holland;Alkmaar;0361;52.6317;4.7486;4
1813;Alkmaar;Noord-Holland;Alkmaar;0361;52.6317;4.7486;4
1814;Alkmaar;Noord-Holland;Alkmaar;0361;52.6317;4.7486;4
1815;Alkmaar;Noord-Holland;Alkmaar;0361;52.6317;4.7486;4
1816;Alkmaar;Noord-Holland;Alkmaar;0361;52.6317;4.7486;4
1817;Alkmaar;Noord-Holland;Alkmaar;0361;52.6317;4.7486;4
1818;Alkmaar;Noord-Holland;Alkmaar;0361;52.6317;4.7486;4
1819;Alkmaar;Noord-Holland;Alkmaar;0361;52.6317;4.7486;4
1820;Alkmaar;Noord-Holland;Alkmaar;0361;52.6317;4.7486;4
1821;Alkmaar;Noord-Holland;Alkmaar;0361;52.6317;4.7486;4
1822;Alkmaar;Noord-Holland;Alkmaar;0361;52.6317;4.7486;4
1823;Alkmaar;Noord-Holland;Alkmaar;0361;52.6317;4.7486;4
1824;Alkmaar;Noord-Holland;Alkmaar;0361;52.6317;4.7486;4
1825;Alkmaar;Noord-Holland;Alkmaar;0361;52.6317;4.7486;4
1826;Alkmaar;Noord-Holland;Alkmaar;0361;52.6317;4.7486;4
1827;Alkmaar;Noord-Holland;Alkmaar;0361;52.6317;4.7486;4
1829;Oudorp;Noord-Holland;Alkmaar;0361;52.6333;4.7736;4
1189;Nes aan de Amstel;Noord-Holland;Amstelveen;0362;52.26;4.8722;4
1000;Amsterdam;Noord-Holland;Amsterdam;0363;52.374;4.8897;4
1001;Amsterdam;Noord-Holland;Amsterdam;0363;52.374;4.8897;4
1002;Amsterdam;Noord-Holland;Amsterdam;0363;52.374;4.8897;4
1003;Amsterdam;Noord-Holland;Amsterdam;0363;52.374;4.8897;4
1004;Amsterdam;Noord-Holland;Amsterdam;0363;52.374;4.8897;4
1005;Amsterdam;Noord-Holland;Amsterdam;0363;52.374;4.8897;4
1006;Amsterdam;Noord-Holland;Amsterdam;0363;52.374;4.8897;4
1007;Amsterdam;Noord-Holland;Amsterdam;0363;52.374;4.8897;4
1008;Amsterdam;Noord-Holland;Amsterdam;0363;52.374;4.8897;4
1009;Amsterdam;Noord-Holland;Amsterdam;0363;52.374;4.8897;4
1026;Durgerdam;Noord-Holland;Amsterdam;0363;52.3777;4.9891;4
1027;Zunderdorp;Noord-Holland;Amsterdam;0363;52.4067;4.9653;4
1080;Amsterdam Buitenveldert;Noord-Holland;Amsterdam;0363;52.3309;4.8752;4
1081;Amsterdam Buitenveldert;Noord-Holland;Amsterdam;0363;52.3309;4.8752;4
1082;Amsterdam Buitenveldert;Noord-Holland;Amsterdam;0363;52.3309;4.8752;4
1083;Amsterdam Buitenveldert;Noord-Holland;Amsterdam;0363;52.3309;4.8752;4
1084;Amsterdam;Noord-Holland;Amsterdam;0363;52.374;4.8897;4
1085;Amsterdam;Noord-Holland;Amsterdam;0363;52.374;4.8897;4
1088;Amsterdam;Noord-Holland;Amsterdam;0363;52.374;4.8897;4
1089;Amsterdam;Noord-Holland;Amsterdam;0363;52.374;4.8897;4
1109;Driemond;Noord-Holland;Amsterdam;0363;52.3058;5.0167;4
1619;Andijk;Noord-Holland;Andijk;0364;52.7432;5.2082;4
1483;De Rijp;Noord-Holland;Graft-De Rijp;0365;52.5567;4.8458;4
1484;Graft;Noord-Holland;Graft-De Rijp;0365;52.5608;4.8306;4
1486;West-Graftdijk;Noord-Holland;Graft-De Rijp;0365;52.5542;4.7958;4
1487;Oost-Graftdijk;Noord-Holland;Graft-De Rijp;0365;52.5458;4.8153;4
1536;Markenbinnen;Noord-Holland;Graft-De Rijp;0365;52.53;4.7819;4
1760;Anna Paulowna;Noord-Holland;Anna Paulowna;0366;52.8608;4.8361;4
1761;Anna Paulowna;Noord-Holland;Anna Paulowna;0366;52.8608;4.8361;4
1766;Wieringerwaard;Noord-Holland;Anna Paulowna;0366;52.8358;4.8653;4
1460;Zuidoostbeemster;Noord-Holland;Beemster;0370;52.5167;4.9458;4
1461;Zuidoostbeemster;Noord-Holland;Beemster;0370;52.5167;4.9458;4
1462;Middenbeemster;Noord-Holland;Beemster;0370;52.5492;4.9125;4
1463;Noordbeemster;Noord-Holland;Beemster;0370;52.5799;4.9313;4
1464;Westbeemster;Noord-Holland;Beemster;0370;52.575;4.8986;4
1865;Bergen aan Zee;Noord-Holland;Bergen;0373;52.6608;4.6306;4
1870;Schoorl;Noord-Holland;Bergen;0373;52.7017;4.6972;4
1871;Schoorl;Noord-Holland;Bergen;0373;52.7017;4.6972;4
1873;Groet;Noord-Holland;Bergen;0373;52.7225;4.6681;4
1930;Egmond aan Zee;Noord-Holland;Bergen;0373;52.6183;4.6236;4
1931;Egmond aan Zee;Noord-Holland;Bergen;0373;52.6183;4.6236;4
1934;Egmond aan den Hoef;Noord-Holland;Bergen;0373;52.6233;4.6528;4
1935;Egmond Binnen;Noord-Holland;Bergen;0373;52.5958;4.6556;4
1940;Beverwijk;Noord-Holland;Beverwijk;0375;52.4833;4.6569;4
1941;Beverwijk;Noord-Holland;Beverwijk;0375;52.4833;4.6569;4
1942;Beverwijk;Noord-Holland;Beverwijk;0375;52.4833;4.6569;4
1943;Beverwijk;Noord-Holland;Beverwijk;0375;52.4833;4.6569;4
1944;Beverwijk;Noord-Holland;Beverwijk;0375;52.4833;4.6569;4
1945;Beverwijk;Noord-Holland;Beverwijk;0375;52.4833;4.6569;4
1946;Beverwijk;Noord-Holland;Beverwijk;0375;52.4833;4.6569;4
1947;Beverwijk;Noord-Holland;Beverwijk;0375;52.4833;4.6569;4
1948;Beverwijk;Noord-Holland;Beverwijk;0375;52.4833;4.6569;4
1949;Wijk aan Zee;Noord-Holland;Beverwijk;0375;52.4936;4.5941;4
1260;Blaricum;Noord-Holland;Blaricum;0376;52.2725;5.2417;4
1261;Blaricum;Noord-Holland;Blaricum;0376;52.2725;5.2417;4
2050;Overveen;Noord-Holland;Bloemendaal;0377;52.3917;4.6139;4
2051;Overveen;Noord-Holland;Bloemendaal;0377;52.3917;4.6139;4
2110;Aerdenhout;Noord-Holland;Bloemendaal;0377;52.3617;4.5972;4
2111;Aerdenhout;Noord-Holland;Bloemendaal;0377;52.3617;4.5972;4
2114;Vogelenzang;Noord-Holland;Bloemendaal;0377;52.3192;4.5778;4
2120;Bennebroek;Noord-Holland;Bloemendaal;0377;52.3208;4.5986;4
2121;Bennebroek;Noord-Holland;Bloemendaal;0377;52.3208;4.5986;4
2803;Bloemendaal;Noord-Holland;Bloemendaal;0377;52.4025;4.6222;4
1400;Bussum;Noord-Holland;Bussum;0381;52.2733;5.1611;4
1401;Bussum;Noord-Holland;Bussum;0381;52.2733;5.1611;4
1402;Bussum;Noord-Holland;Bussum;0381;52.2733;5.1611;4
1403;Bussum;Noord-Holland;Bussum;0381;52.2733;5.1611;4
1404;Bussum;Noord-Holland;Bussum;0381;52.2733;5.1611;4
1405;Bussum;Noord-Holland;Bussum;0381;52.2733;5.1611;4
1406;Bussum;Noord-Holland;Bussum;0381;52.2733;5.1611;4
1489;De Woude;Noord-Holland;Castricum;0383;52.5467;4.7736;4
1900;Castricum;Noord-Holland;Castricum;0383;52.5483;4.6694;4
1901;Castricum;Noord-Holland;Castricum;0383;52.5483;4.6694;4
1902;Castricum;Noord-Holland;Castricum;0383;52.5483;4.6694;4
1906;Limmen;Noord-Holland;Castricum;0383;52.5692;4.6944;4
1920;Akersloot;Noord-Holland;Castricum;0383;52.5608;4.7333;4
1921;Akersloot;Noord-Holland;Castricum;0383;52.5608;4.7333;4
1110;Diemen;Noord-Holland;Diemen;0384;52.3396;4.9626;4
1111;Diemen;Noord-Holland;Diemen;0384;52.3396;4.9626;4
1112;Diemen;Noord-Holland;Diemen;0384;52.3396;4.9626;4
1113;Diemen;Noord-Holland;Diemen;0384;52.3396;4.9626;4
1114;Diemen;Noord-Holland;Diemen;0384;52.3396;4.9626;4
1130;Volendam;Noord-Holland;Edam-Volendam;0385;52.495;5.0708;4
1131;Volendam;Noord-Holland;Edam-Volendam;0385;52.495;5.0708;4
1132;Volendam;Noord-Holland;Edam-Volendam;0385;52.495;5.0708;4
1135;Edam;Noord-Holland;Edam-Volendam;0385;52.5133;5.0514;4
1600;Enkhuizen;Noord-Holland;Enkhuizen;0388;52.7033;5.2917;4
1601;Enkhuizen;Noord-Holland;Enkhuizen;0388;52.7033;5.2917;4
1602;Enkhuizen;Noord-Holland;Enkhuizen;0388;52.7033;5.2917;4
2000;Haarlem;Noord-Holland;Haarlem;0392;52.3808;4.6368;4
2001;Haarlem;Noord-Holland;Haarlem;0392;52.3808;4.6368;4
2002;Haarlem;Noord-Holland;Haarlem;0392;52.3808;4.6368;4
